metabolite_identification	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AS10	AS11	AS12	AS13	AS14	AS15	AS16	AS17	AS18	AS19	AS20	AS21	AS22	AS23	AS24	AS25	AS26	AS27	AS28	AS29	AS30	AS31	AS32	AS33	AS34	AS35	AS36	AS37	AS38	AS39	AS40	FU1	FU2	FU3	FU4	FU5	FU6	FU7	FU8	FU9	FU10	FU11	FU12	FU13	FU14	FU15	FU16	FU17	FU18	FU19	FU20	FU21	FU22	FU23	FU24	FU25	FU26	FU27	FU28	FU29	FU30	FU31	FU32	FU33	FU34	FU35	FU36	FU37	FU38	FU39	FU40
Erucic acid	0.002174746	0.00220121	0.002252783	0.002475446	0.003029516	0.002715647	0.003220258	0.00325486	0.005709993	0.002082594	0.002008592	0.004301282	0.001341723	0.003022866	0.007916254	0.001725878	0.002271175	0.001693107	0.001810859	0.000892366	0.002739647	0.002401901	0.003951601	0.002417452	0.001338919	0.002362858	0.001271215	0.002137761	0.000735671	0.002907598	0.004456062	0.004996108	0.003402613	0.004346867	0.006512323	0.004194162	0.0044697	0.003429427	0.002381272	0.001423292	0.001891786	0.001648155	0.002705353	0.002441683	0.002274733	0.003807218	0.002181131	0.004892178	0.003599868	0.00251737	0.00158631	0.001639788	0.00126465	0.002243348	0.002862958	0.002035461	0.002919317	0.002191896	0.0054666	0.001204959	0.005755215	0.000942878	0.004000127	0.002993421	0.002375913	0.001440767	0.00199423	0.005342498	0.002101861	0.007267452	0.003050875	0.007077196	0.001232095	0.00261951	0.00172042	0.001869343	0.003247088	0.001355523	0.003457534	0.001621156	0.003956734	0.005939368	0.008612017	0.002248453	0.002100506	0.005021579	0.001772851	0.002205805
Scyllo-inositol	0.016110376	0.015975244	0.015758534	0.016050924	0.016258726	0.016878903	0.017878086	0.018620744	0.017513999	0.012421116	0.012856116	0.011130904	0.007650168	0.010936796	0.014889093	0.017481742	0.009543235	0.015001477	0.009747949	0.009942741	0.00712084	0.016173622	0.010612704	0.01313902	0.017667264	0.019826906	0.008234941	0.016229638	0.010099253	0.025608016	0.028270079	0.011021626	0.018869596	0.012504392	0.010701683	0.0146902	0.015610145	0.007705745	0.008875184	0.014332719	0.011165859	0.022397894	0.017365192	0.011940199	0.011479514	0.015441155	0.009092038	0.012544569	0.062721174	0.010699968	0.018339924	0.021506598	0.007679175	0.010595841	0.010661733	0.012425445	0.008977329	0.03579796	0.022411781	0.008113845	0.00824287	0.007779813	0.010700843	0.01026687	0.022994865	0.017604301	0.017222711	0.027652253	0.018140771	0.065781765	0.021920908	0.009633122	0.028296199	0.018431395	0.013880629	0.031017916	0.012847354	0.009136327	0.013785554	0.009943813	0.011220322	0.018612611	0.039931964	0.016576676	0.041399793	0.013671235	0.009260805	0.023216224
Palmitelaidic acid	0.029275311	0.030878999	0.030783707	0.031412076	0.03275661	0.032515949	0.034681516	0.03437431	0.057686874	0.029604515	0.01853595	0.069483382	0.015564305	0.0283277	0.089848759	0.014865084	0.03770246	0.012525132	0.01460704	0.004521398	0.020080228	0.076726609	0.044151744	0.05154107	0.022329058	0.019520869	0.017299302	0.021853461	0.003904543	0.039062113	0.102170509	0.041138492	0.065650135	0.039416112	0.067665801	0.075570383	0.041366646	0.029937305	0.071768947	0.011913758	0.019696563	0.009857849	0.043370883	0.023257309	0.013534028	0.044399984	0.027283628	0.051544901	0.034880489	0.028535463	0.012286824	0.00997223	0.0217761	0.011738002	0.032482195	0.0099709	0.032185951	0.017589048	0.042483142	0.008873499	0.040420039	0.006768816	0.022028429	0.042076557	0.0343334	0.010260378	0.009115539	0.051571733	0.010781769	0.130646836	0.031536951	0.051209163	0.005998427	0.014012051	0.011348842	0.019874225	0.033376186	0.006109516	0.090617955	0.015236179	0.044180402	0.057524092	0.139649789	0.013056284	0.014048129	0.038992138	0.031010868	0.028517638
Alloxanic acid	0.00558036	0.006451228	0.007276417	0.008617226	0.010731739	0.014158212	0.0173464	0.021475747	0.005523502	0.005760154	0.003915458	0.005709474	0.006233314	0.006802325	0.00374108	0.007353671	0.003206303	0.00722588	0.006190707	0.007407174	0.004367159	0.006211617	0.003850827	0.003213065	0.007426178	0.0037315	0.005232678	0.002784669	0.006260974	0.007590125	0.004314665	0.003038208	0.002530537	0.000734607	0.001552562	0.000336571	0.001143162	0.010007266	0.008417264	0.009145174	0.009400397	0.009318782	0.008484459	0.012504222	0.009304163	0.008625001	0.009632149	0.003801152	0.011374928	0.009588396	0.011463083	0.011929593	0.012826809	0.012452814	0.012817295	0.012464649	0.009826057	0.012243609	0.012271188	0.011413417	0.014249488	0.0149584	0.016334187	0.014725675	0.017326195	0.017011805	0.01628893	0.015217971	0.016972632	0.019859597	0.017944693	0.018830527	0.018415568	0.016700888	0.015730977	0.013458193	0.018112407	0.017170615	0.013665159	0.015337904	0.016500136	0.026747239	0.019185211	0.022220025	0.024285323	0.020706173	0.023272873	0.025535043
Palmitic acid	1.229995006	1.242933935	1.224971994	1.233291213	1.244362044	1.247860869	1.255141582	1.260142025	1.837272672	1.15922351	0.979757341	1.629667867	0.878386844	1.297648276	2.986148987	0.899614993	0.893100648	0.759439202	0.838444326	0.533187135	1.043788455	1.003057542	1.978938006	1.030198253	1.002848749	0.980280325	0.855769581	1.034722791	0.494752154	1.249813992	1.875653109	1.611546427	1.094425589	1.715584814	2.012891743	1.40535164	1.571691455	1.709172815	1.292812306	0.719770147	1.067563227	1.047465022	1.318589522	1.065904943	0.754829946	1.581811716	1.021338369	1.114892094	1.292406557	1.316350453	0.831623041	0.653941128	0.90417264	0.851161683	1.19636613	0.786019793	0.852966872	0.850666915	1.264463478	0.557800702	1.997580843	0.585771265	1.282729358	1.076401221	0.852429578	0.912023416	0.660025593	1.753349343	0.688651294	2.254252318	1.146915437	1.942646035	0.455670978	0.859478335	0.767112164	0.734255614	1.333258883	0.613540255	1.486922897	0.564295832	1.573650166	1.813424507	2.28709522	0.852702337	0.785019853	1.878436967	1.239907155	1.035699373
Salicyluric acid	0.000212796	0.000220721	0.000614635	0.000430949	0.000252054	0.000264942	0.000521832	0.000254089	0.000170054	0.000156011	0.0000218	0.000334242	0.00030478	0.000231878	0.0000233	0.000299742	0.0000531	0.000252502	0.000433496	0.000588123	0.0000177	0.000146509	7.94E-10	0.0000235	0.000334591	0.000134288	0.000021	0.0000528	0.000141954	0.000284601	0.000464235	0.0000253	0.0000195	0.0000221	0.0000278	7.94E-10	0.0000677	0.001575508	0.000573436	0.000260697	0.0003692	0.000691302	0.000213052	0.000516522	0.000342119	0.000275479	0.000257285	0.000279419	0.000296148	0.000197646	0.016019954	0.000263249	0.00024071	0.000254954	0.000342544	0.000489172	0.00030847	0.000364417	0.000910567	0.000132512	0.00027971	0.000189877	0.000353921	0.000425469	0.00059202	0.001000619	0.00037824	0.000162862	0.000381964	0.000300109	0.000510491	0.0003759	0.000507776	0.000642494	0.000635767	0.000370065	0.000574683	0.000618975	0.000428213	0.000378882	0.000253135	0.000378379	0.000430981	0.000425901	0.000471416	0.000573664	0.000416969	0.000340431
Indole-3-propionic acid	0.009181479	0.009417695	0.009700083	0.009726225	0.009833904	0.010065445	0.010465877	0.010900176	0.021088895	0.014722391	0.022000486	0.005678035	0.005219899	0.002930567	0.005883472	0.040759634	0.012259945	0.003635426	0.005754149	0.020212873	0.002374153	0.002511735	0.001965478	0.002669063	0.026667157	0.003826841	0.001595125	0.008388649	0.026093614	0.001941538	0.002321099	0.002504322	0.003604348	0.001812896	0.002738332	0.001552613	0.008979098	0.002353392	0.015180385	0.036262641	0.010781959	0.00301151	0.009533016	0.003509962	0.003452182	0.018055481	0.015159664	0.001350079	0.019230951	0.012702864	0.0769139	0.058333183	0.009845498	0.003699655	0.011821073	0.022437927	0.066170914	0.003307343	0.034552017	0.011402313	0.001959605	0.003905258	0.004063911	0.008852101	0.029796967	0.005911128	0.002414443	0.008448568	0.022088673	0.006324306	0.001568048	0.00256106	0.007389817	0.008836905	0.007204498	0.002630126	0.055143424	0.001971581	0.011910784	0.012368836	0.004943065	0.003632994	0.028135325	0.018277696	0.003404205	0.008411427	0.015564503	0.001459781
4'-(salicylideneamino)acetanilide	0.001548735	0.001610757	0.002033079	0.002113641	0.00248019	0.002339742	0.00279447	0.003352003	0.002734508	0.002609122	0.001675922	0.00221813	0.001976553	0.001689633	0.006829255	0.00394081	0.001277473	0.000706191	0.000642581	0.001680983	0.002161347	0.000375178	0.000542774	0.000809005	0.002720761	0.003269349	0.000831009	0.004681461	0.000946554	0.001474664	0.004525106	0.002120916	0.000759837	0.004215217	0.002358564	0.00104798	0.003022068	0.003993442	0.003944655	0.003298008	0.006198035	0.002762203	0.005422523	0.003931489	0.005018786	0.005398324	0.002945586	0.002242429	0.003893821	0.0054866	0.003251629	0.011839512	0.009770151	0.011912123	0.00924657	0.007622222	0.005582782	0.003202553	0.003148899	0.005676841	0.006872889	0.003156007	0.004791184	0.001288588	0.007342738	0.004859167	0.003067915	0.003851516	0.002899551	0.008638871	0.007415694	0.002230316	0.002855201	0.004680601	0.002811559	0.002353275	0.004410813	0.004096447	0.001927972	0.001240508	0.005605107	0.007162475	0.006600433	0.007840845	0.009160934	0.007365541	0.011006709	0.002775093
Naproxen	0.007528435	0.007445469	0.00725178	0.007264425	0.007897382	0.007054518	0.007903842	0.007906938	0.000189054	0.001130758	0.001771348	0.0000891	0.001157406	0.000368658	0.002156926	0.0000755	0.001705967	0.000191317	0.000255835	0.000294206	0.001583455	0.000295454	0.001831421	0.002418705	0.000274693	0.002639196	0.001206415	0.004464593	0.001200474	0.000511859	0.000312463	0.001603829	0.00182237	0.000533091	0.001614555	0.588432822	0.00287819	0.00023811	0.000280441	0.002075292	0.000159209	0.000248175	0.000217447	0.000327879	0.000171033	0.000998697	0.0000829	0.000255853	0.002662934	0.000361293	0.00122303	0.000170161	0.000505111	0.0003363	0.000157079	0.000228961	0.001431715	0.001737943	0.000173466	0.000294906	0.000349588	0.000209197	0.000231061	0.000089	0.000626311	0.002571254	0.000949838	0.000226909	0.000258255	0.0000984	0.000290593	0.000165707	0.00165268	0.000406615	0.000193286	0.000571956	0.000299746	0.000299577	0.001707926	0.000182907	0.000443078	0.000260461	0.001570747	0.000389093	0.000231457	0.000122715	0.001247366	0.002047892
Daidzein	0.001752233	0.001899449	0.002182579	0.002629583	0.003074184	0.00284324	0.003109233	0.003489632	0.002273138	0.002889889	0.001802218	0.002466459	0.00197528	0.002398821	0.008763817	0.00565537	0.001528235	0.001019898	0.000953705	0.002120617	0.002505739	0.000850762	0.000993187	0.001304683	0.003380136	0.004260866	0.001258341	0.006246416	0.001396954	0.001890492	0.005908871	0.003041215	0.001467001	0.006125954	0.004138465	0.001381859	0.004355642	0.004868895	0.004088707	0.004576586	0.007839305	0.00421728	0.006659854	0.004269536	0.005666661	0.006374811	0.003494441	0.003170538	0.005088569	0.006037303	0.003778405	0.014213345	0.011627477	0.014867313	0.010656408	0.008203497	0.006824306	0.003728737	0.003502428	0.006738872	0.008362335	0.004153741	0.005787364	0.001665773	0.007955912	0.005545865	0.003195031	0.004175822	0.003430216	0.011239919	0.008611429	0.00291347	0.003462185	0.005427828	0.003515932	0.002526456	0.005511566	0.004613353	0.002082405	0.001350911	0.006592266	0.008463345	0.007908684	0.009278738	0.009972704	0.007697275	0.013441097	0.003319362
1-deoxy-1-piperidino-alpha-d-fructose	0.0000396	0.000126441	0.0000915	0.0000791	0.0000604	0.000150868	0.000113926	0.000188742	0.026797058	0.01150711	0.000671407	0.014692947	0.002432074	0.021125959	0.000992782	0.029388753	0.0000199	0.000477498	0.000212541	0.000290398	0.000711898	0.026203243	0.00067281	0.000315484	0.001791457	0.0000268	0.001864366	0.000133213	0.0000317	0.006335011	0.000273777	0.0000251	0.000942226	0.000152191	0.0000322	0.0000184	0.0000203	0.036925704	0.004582548	0.008792551	0.000602027	0.006022819	0.000206752	0.0000498	0.000816181	0.021005537	0.000116465	7.94E-10	0.002567931	0.004545974	0.012364861	0.019170935	0.014117434	0.005024809	0.007074865	0.0026617	0.004380231	0.011525831	0.013604016	0.009518905	0.007141062	0.005301921	0.016183107	0.008199007	0.00882038	0.000775208	0.001791867	0.001786812	0.004004595	0.007167205	0.007625182	0.00513132	0.01562078	0.006492116	0.007802696	0.001112698	0.003545847	0.006110258	0.000468198	0.004009147	0.000606102	0.006994718	0.001960254	0.014177492	0.011020382	0.006188544	0.005750629	0.009446349
Uric acid	1.296809643	1.329646228	1.346680292	1.39465334	1.461018722	1.458593174	1.512252408	1.508562898	0.748078762	1.272467483	1.563279337	0.956406348	1.539511548	1.418747366	3.014667304	2.17545019	0.732850854	0.501235079	0.32328536	0.788576358	1.014674591	0.432333166	0.177919314	0.443852094	1.877433971	1.715624041	0.683931448	2.151737882	1.013823662	1.30572033	2.283177937	1.560872227	0.459568705	2.681306556	1.331098722	0.913337976	1.399718674	2.460316718	1.287981794	1.639850298	3.306057335	2.34648124	2.359952453	2.129771046	2.238343712	1.920971869	2.410265547	1.050424466	1.563259568	2.072470479	1.294145006	2.944807549	2.180841913	2.721873786	2.878876584	4.003330538	2.690977696	1.16731234	1.023412759	2.137926909	3.094315208	1.327006455	1.766452504	0.55531723	2.780419516	3.105998377	1.313595894	3.017313576	1.473285378	4.371086659	2.382087895	1.201765394	1.498893595	2.565484044	1.53765775	1.278518492	2.299536034	2.508842035	0.85959423	0.719335865	3.474339952	3.389352628	2.978592009	2.837266696	2.865340331	1.806965532	3.857266284	1.199150898
Edetic acid	0.067422724	0.077203322	0.086447033	0.090674637	0.102438068	0.1197561	0.125768372	0.129395857	0.043462355	0.044613025	0.035501382	0.052504995	0.053343095	0.057725655	0.040948919	0.066312127	0.036177137	0.053852613	0.067517429	0.07658085	0.042115017	0.065045172	0.041999764	0.031354789	0.078289727	0.038330055	0.058446306	0.027213367	0.071614973	0.092780507	0.045882005	0.026004041	0.015763643	0.005844214	0.008190603	0.003620925	0.00456151	0.145118817	0.180281981	0.154024831	0.167450845	0.099807393	0.155800687	0.171369869	0.139087026	0.180732863	0.149092958	0.043561645	0.124088361	0.093894005	0.122181533	0.126716781	0.104127813	0.133622818	0.136600243	0.14226281	0.119100167	0.137958236	0.196079365	0.115364713	0.136424833	0.127392951	0.149527902	0.13294936	0.157614283	0.153189572	0.166707557	0.146445253	0.15849312	0.19733027	0.176844169	0.161380943	0.169258372	0.156371876	0.149092578	0.136021172	0.180514364	0.162941481	0.180987185	0.140957074	0.171458855	0.224978965	0.216297476	0.200546295	0.205304784	0.212541055	0.232134532	0.2033471
Altrose	0.007278653	0.007697442	0.007556812	0.007360557	0.007420736	0.007839669	0.008741879	0.008453463	0.002965836	0.002797596	0.005426816	0.002382951	0.003427409	0.001449719	0.019525831	0.002716757	0.003846693	0.003666776	0.004604732	0.005536543	0.006176782	0.005134915	0.007163925	0.006878766	0.007369797	0.007401376	0.003284304	0.014927361	0.006716529	0.004860235	0.012497924	0.010256653	0.005666395	0.004081169	0.029938702	0.006998289	0.007545071	0.00402066	0.007524542	0.003128421	0.010198925	0.006206818	0.004236563	0.005486241	0.009173244	0.003740557	0.007623765	0.004256762	0.004671225	0.004577701	0.000882353	0.005153021	0.0016629	0.005629721	0.002443718	0.004666572	0.002687138	0.000763938	0.002900493	0.002363394	0.003494936	0.006196922	0.004583417	0.001038132	0.005556064	0.006913163	0.007231741	0.012459061	0.004754214	0.0081296	0.004537893	0.004526787	0.002794102	0.000741036	0.000481299	0.007554981	0.00402469	0.006210387	0.000394389	0.001352568	0.012449069	0.00723277	0.005376683	0.003139904	0.006555441	0.000508728	0.004779214	0.000167299
Lithocholic acid	0.017620808	0.0178369	0.018396606	0.018567646	0.019948058	0.02055146	0.021725012	0.022913692	0.025323437	0.010084807	0.006545506	0.011565563	0.007901606	0.013102947	0.005318086	0.015312717	0.004276654	0.012618474	0.030337257	0.021931763	0.004960188	0.004646104	0.009016979	0.00641104	0.018912376	0.016080125	0.006863999	0.019020538	0.015116342	0.014243805	0.02693327	0.006588798	0.004661019	0.007716569	0.002247745	0.002724358	0.010907408	0.032957306	0.026575196	0.023741572	0.020688084	0.016104547	0.018568499	0.040441198	0.01986194	0.008470882	0.013061181	0.011984301	0.026065955	0.023295575	0.015810532	0.048034564	0.01768723	0.03466696	0.027422973	0.055299124	0.015888833	0.027014586	0.095407676	0.029389901	0.022105369	0.007058559	0.048813394	0.041375888	0.019332428	0.029846983	0.009673253	0.044167103	0.024996614	0.068074017	0.062579029	0.018207058	0.018914708	0.020019884	0.008922735	0.009711358	0.017956547	0.015405266	0.017839292	0.017523212	0.023488589	0.025901063	0.019512505	0.077152194	0.036175308	0.011511643	0.041451379	0.064292426
Heptadecanoic acid	0.002023358	0.00192395	0.002466695	0.002537103	0.002630931	0.002957726	0.002745485	0.003105999	0.001719273	0.002703879	0.00103104	0.001514016	0.001399654	0.00224901	0.000878858	0.001759017	0.000703515	0.002270473	0.001148285	0.001783934	0.000970132	0.002478047	0.001046112	0.001076781	0.001262637	0.000865459	0.000768618	0.000611151	0.001039804	0.002076985	0.000751425	0.000639781	0.000841567	0.000241052	0.000585797	0.000351447	0.00025532	0.004070538	0.002285419	0.005306725	0.002446122	0.002197293	0.002614472	0.004710147	0.002965095	0.002468438	0.003024333	0.001121258	0.003305014	0.002318831	0.003833915	0.005271306	0.006516506	0.001893862	0.00403201	0.002371314	0.002547945	0.00049457	0.00330288	0.003424107	0.003958794	0.002542972	0.004248495	0.003303025	0.003328765	0.00289901	0.002475044	0.002237865	0.003405813	0.001995663	0.004653637	0.002310192	0.00397248	0.003163941	0.002646241	0.002087698	0.00242838	0.002978503	0.001704428	0.002618098	0.001928036	0.003783322	0.002774607	0.005520968	0.006342701	0.003505094	0.00359192	0.003485788
6-hydroxy-alpha-methylnaphthaleneacetic acid	0.002218513	0.00376314	0.003514522	0.002448701	0.002722014	0.002582402	0.002469812	0.002887898	0.002100729	0.003010772	0.003496689	0.002463627	0.005494105	0.003289451	0.003776423	0.001976926	0.003196617	0.00491375	0.0026968	0.00436272	0.003264595	0.003626867	0.004778769	0.003297276	0.003459174	0.003696132	0.002521859	0.00414913	0.003523377	0.003615576	0.003970428	0.003242186	0.003061531	0.002634358	0.003422305	0.003621076	0.00393821	0.003249363	0.004588519	0.004924708	0.005791434	0.000809555	0.00257781	0.002630438	0.006469985	0.001307541	0.004069676	0.002768291	0.003813862	0.005233676	0.006921094	0.003910236	0.005009893	0.006662473	0.002807794	0.005566906	0.004587224	0.003066217	0.003991053	0.002490427	0.004197509	0.00536822	0.003522232	0.003222491	0.005935776	0.005357901	0.004848558	0.003860108	0.005065826	0.005205287	0.006800176	0.005028035	0.00367337	0.004909076	0.004094437	0.001851929	0.004974219	0.004795416	0.002215603	0.002496292	0.003096122	0.005461385	0.004124027	0.005703414	0.001863181	0.00131443	0.001224832	0.001262008
Indolelactic acid	0.037774603	0.036239519	0.037741206	0.037674661	0.038102407	0.039346301	0.039534245	0.041789248	0.046800486	0.037824146	0.028937359	0.042588301	0.023954493	0.233823593	0.023786351	0.04376158	0.018981144	0.021893374	0.034812794	0.031699572	0.01876945	0.035471451	0.02085807	0.019598402	0.035519822	0.041272875	0.023962251	0.043988195	0.023671563	0.037333176	0.02876591	0.022494762	0.009803069	0.028172961	0.018540705	0.010799068	0.023742865	0.048827498	0.111314567	0.043757724	0.039774917	0.035283204	0.029817745	0.027184647	0.031690309	0.032474528	0.031624228	0.018572289	0.033085602	0.046249806	0.085096972	0.110562072	0.047918455	0.197265708	0.091019403	0.079793628	0.071456822	0.042825992	0.038767657	0.043097928	0.040270661	0.042746423	0.082342676	0.024430746	0.071961336	0.048709523	0.0473447	0.060498426	0.02381892	0.064381585	0.049133094	0.051728121	0.032560075	0.073832908	0.043644322	0.033335337	0.045336617	0.051423162	0.098011478	0.021500785	0.049774844	0.054577699	0.030422824	0.067001216	0.070657765	0.026024337	0.05669203	0.055146652
